Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD
2010-07-08,36.86996313,24.4095,20.1,116.22,135.46,107.16,1070.25,25.71,1.2693,1196.45,49.378,117.21
2010-07-09,37.08853434,24.27,20.24,117.26,138.06,107.96,1077.96,24.98,1.2634,1211.5,50.48,118.36
2010-07-12,36.754963245000006,24.83,20.57,119.51,137.25,108.03,1078.75,24.43,1.2589,1194.85,50.15,117.34
2010-07-13,35.971106886,25.13,21.01,123.65,140.25,109.66,1095.34,24.56,1.2726,1210.65,50.39,118.36
2010-07-14,36.103821039,25.44,21.36,123.3,139.06,109.651,1095.17,24.89,1.274,1207.5,50.26,118.3
2010-07-15,35.92139265,25.51,21.51,122.06,145.22,109.68,1096.48,25.14,1.2938,1207.55,50.17,118.23
2010-07-16,35.699964300000005,24.89,21.02,118.49,146.21,106.66,1064.88,26.25,1.293,1193.15,48.54,116.67
2010-07-19,35.082822060000005,25.23,21.59,119.94,145.68,107.29,1071.25,25.97,1.294,1183.2,47.53,115.73
2010-07-20,35.98424973,25.48,21.65,120.1,148.91,108.48,1083.48,23.93,1.2884,1191.8,48.55,116.65
2010-07-21,36.31996368,25.12,21.26,117.43,146.99,107.07,1069.59,25.64,1.2756,1185.5,48.18,115.85
2010-07-22,37.003391568000005,25.84,21.78,120.07,146.55,109.461,1093.67,24.63,1.2888,1194.45,49.16,116.863
2010-07-23,37.134248580000005,25.81,21.69,118.87,147.38,110.41,1102.66,23.47,1.2904,1188.6,49.21,116.09
2010-07-26,37.03996296,26.1,21.71,118.4,148.2,111.56,1115.01,22.73,1.2994,1182.0,48.89,115.52
2010-07-27,37.725676560000004,26.16,21.58,117.13,147.23,111.55,1113.84,23.19,1.2993,1161.8,47.09,113.51
2010-07-28,37.27996272,25.95,21.33,117.13,147.2,110.83,1106.13,24.25,1.2992,1163.05,47.39,113.78
2010-07-29,36.872820270000005,26.03,21.03,116.86,152.58,110.29,1101.53,24.13,1.3077,1166.43,47.68,114.288
2010-07-30,36.74996325,25.81,20.6,117.89,150.82,110.27,1101.6,23.5,1.3045,1180.4,48.22,115.49
2010-08-02,37.40710545,26.33,21.15,120.07,152.74,112.76,1125.86,22.01,1.318,1180.85,48.05,115.54
2010-08-03,37.41853401,26.16,20.87,122.42,153.19,112.22,1120.46,22.63,1.3226,1184.7,48.32,115.99
2010-08-04,37.56853386,25.73,20.73,127.58,156.41,112.97,1127.24,22.21,1.3158,1195.25,49.62,116.72
2010-08-05,37.3856769,25.37,20.67,127.83,155.92,112.85,1125.81,22.1,1.3191,1194.1,49.69,116.98
2010-08-06,37.155819987,25.55,20.65,128.32,155.18,112.392,1121.64,21.74,1.3282,1204.3,50.17,117.84
2010-08-09,37.39281975,25.61,20.65,128.83,155.4,112.992,1127.79,22.14,1.3232,1200.4,50.19,117.4
2010-08-10,37.058534370000004,25.07,19.82,130.0,153.9,112.375,1121.06,22.37,1.3177,1202.85,50.37,117.73
2010-08-11,35.74139283,24.86,19.425,125.89,149.25,109.3,1089.47,25.39,1.2832,1195.75,49.08,117.34
2010-08-12,35.96996403,24.49,19.45,126.56,149.42,108.63,1083.61,25.73,1.2823,1211.2,50.31,118.77
2010-08-13,35.5856787,24.4,19.15,124.69,148.08,108.31,1079.25,26.24,1.275,1213.55,49.74,118.74
2010-08-16,35.37710748,24.5,19.47,126.07,147.76,108.26,1079.38,26.1,1.2823,1222.85,50.71,119.73
2010-08-17,35.99567829,24.71,19.53,128.86,148.59,109.59,1092.54,24.33,1.2879,1222.9,51.29,119.75
2010-08-18,36.15282099,24.82,19.59,129.65,149.2,109.79,1094.16,24.59,1.2855,1228.55,52.13,120.22
2010-08-19,35.69710716,24.44,18.9,127.57,147.05,107.88,1075.63,26.44,1.282,1230.1,51.728,120.39
2010-08-20,35.66282148,24.23,18.91,127.76,148.24,107.53,1071.69,25.49,1.2705,1227.7,51.28,119.97
2010-08-23,35.114250600000005,24.28,18.7,126.6,146.74,107.1236,1067.36,25.66,1.2658,1223.4,50.9,119.78
2010-08-24,34.27568001,24.04,18.405,124.53,143.95,105.53,1051.87,27.46,1.2624,1229.25,50.3,120.36
2010-08-25,34.69853673,24.1,18.48,126.85,144.68,105.94,1055.33,26.7,1.2657,1239.1,52.0,121.36
2010-08-26,34.32567996,23.82,18.18,124.86,141.81,105.23,1047.22,27.37,1.2719,1234.05,52.732,120.96
2010-08-27,34.51710834,23.93,18.37,126.64,139.75,106.86,1064.59,24.45,1.2762,1236.2,53.34,121.01
2010-08-30,34.6428225,23.64,17.96,123.79,136.66,105.311,1048.92,27.21,1.2663,1236.3,53.12,120.91
2010-08-31,34.7285367,23.465,17.665,124.83,136.94,105.31,1049.33,26.05,1.2685,1245.65,53.61,122.08
2010-09-01,35.761392810000004,23.9,18.14,132.49,139.74,108.46,1080.29,23.89,1.2811,1243.85,52.85,121.69
2010-09-02,36.02424969,23.94,18.28,135.21,139.78,109.47,1090.1,23.19,1.2825,1250.75,53.57,122.29
2010-09-03,36.96710589,24.29,18.43,138.79,147.29,110.89,1104.51,21.31,1.2893,1245.8,53.69,121.86
2010-09-07,36.829963170000006,23.96,18.12,137.22,145.21,109.64,1091.84,23.8,1.2682,1254.9,53.95,122.7
2010-09-08,37.55996244000001,23.93,17.9,139.14,147.54,110.41,1098.87,23.25,1.272,1254.7,53.67,122.71
2010-09-09,37.58139099,24.01,18.0,140.38,149.14,110.919998,1104.18,22.81,1.2694,1243.6,52.65,121.56
2010-09-10,37.62996237000001,23.85,17.97,142.44,150.39,111.482,1109.55,21.99,1.2677,1245.95,53.04,121.73
2010-09-13,38.14853328000001,25.11,18.5575,145.07,154.37,112.72,1121.9,21.21,1.2878,1244.95,53.0,121.62
2010-09-14,38.294247420000005,25.03,18.74,145.75,152.53,112.65,1121.1,21.56,1.2995,1268.35,54.88,124.024
2010-09-15,38.60281854000001,25.115,18.72,145.45,152.56,113.08,1125.07,22.1,1.3004,1267.55,54.6,123.94
2010-09-16,39.509960490000005,25.33,18.97,148.13,152.23,113.05,1124.66,21.72,1.3074,1274.55,55.36,124.63
2010-09-17,39.33853209,25.22,18.81,148.325,150.98,112.49,1125.59,22.01,1.3045,1273.4,54.78,124.5425
2010-09-20,40.46138811000001,25.43,18.9301,151.3048,151.9,114.21,1142.71,21.5,1.3064,1276.85,55.34,124.87
2010-09-21,40.538530890000004,25.15,19.14,150.73,151.4,113.98,1139.78,22.35,1.3251,1284.95,55.67,126.01
2010-09-22,41.107101750000005,24.61,19.01,151.83,148.07,113.42,1134.28,22.51,1.3399,1290.85,56.37,126.2
2010-09-23,41.274244440000004,24.43,18.98,152.85,144.91,112.498,1124.83,23.87,1.331,1291.05,55.76,126.3
2010-09-24,41.75995824,24.775,19.4225,160.73,147.28,114.82,1148.67,21.71,1.3488,1295.95,55.67,126.69
2010-09-27,41.594815548,24.7325,19.235,159.37,146.0,114.27,1142.16,22.54,1.3454,1294.0,55.34,126.72
2010-09-28,40.97995902,24.6775,19.505,159.7,145.01,114.67,1147.7,22.6,1.3579,1308.1,56.66,127.85
2010-09-29,41.05281609000001,24.5,19.24,158.99,144.42,114.47,1144.73,23.25,1.3628,1308.9,56.51,127.95
2010-09-30,40.53567375,24.49,19.2,157.06,144.58,114.13,1141.2,23.7,1.363,1308.5,55.93,127.91
2010-10-01,40.35995964,24.38,19.32,153.71,147.7,114.61,1146.24,22.5,1.3789,1317.3,56.6,128.91
2010-10-04,39.80567448,23.91,18.87,155.39,146.57,113.75,1137.03,23.53,1.368,1314.25,55.55,128.46
2010-10-05,41.27710158,24.35,19.15,160.87,149.57,116.04,1160.75,21.76,1.3832,1340.25,57.26,130.99
2010-10-06,41.312815830000005,24.43,19.31,155.4,150.84,116.03,1159.97,21.49,1.3936,1348.4,58.12,131.81
2010-10-07,41.31710154000001,24.53,19.4,156.27,151.11,115.89,1158.06,21.56,1.3926,1332.7,56.58,130.37
2010-10-08,42.009957990000004,24.57,19.52,155.55,152.66,116.5375,1165.15,20.71,1.394,1346.3,57.3,131.66
2010-10-11,42.19424352000001,24.59,19.56,153.03,152.2,116.65,1165.32,18.96,1.3873,1352.95,57.41,132.292
2010-10-12,42.64852878000001,24.83,19.77,156.48,155.21,117.01,1169.77,18.93,1.3924,1349.6,57.17,131.96
2010-10-13,42.877099980000004,25.34,19.24,155.17,154.73,117.92,1178.1,19.07,1.3962,1371.1,58.59,134.07
2010-10-14,43.18709967,25.23,19.32,155.53,151.59,117.46,1173.81,19.88,1.4078,1380.3,58.19,134.75
2010-10-15,44.96281218000001,25.54,19.32,164.64,150.69,117.7,1176.19,19.03,1.3976,1368.15,57.41,133.68
2010-10-18,45.428526000000005,25.82,19.19,163.56,153.7,118.28,1184.71,19.09,1.3945,1369.3,57.14,134.28
2010-10-19,44.212812930000005,25.1,19.21,158.67,156.72,116.73,1165.9,20.63,1.3732,1334.45,54.53,130.11
2010-10-20,44.36138421,25.31,19.64,158.67,159.6,117.87,1178.17,19.79,1.3964,1345.35,55.46,131.32
2010-10-21,44.21709864,25.42,19.76,164.97,159.3,118.13,1180.26,19.27,1.392,1324.5,54.28,129.47
2010-10-22,43.92424179000001,25.3775,19.835,169.13,157.76,118.347,1183.08,18.78,1.3949,1327.2,54.89,129.73
2010-10-25,44.11995588,25.19,19.87,169.0,157.39,118.7,1185.62,19.85,1.3963,1339.45,55.74,130.85
2010-10-26,44.007098850000006,25.9,20.04,169.95,158.29,118.72,1185.64,20.22,1.3859,1339.4,55.79,130.88
2010-10-27,43.97567031,26.05,20.19,167.51,160.15,118.38,1182.45,20.71,1.3768,1324.8,54.678,129.52
2010-10-28,43.60567068,26.28,20.47,166.84,163.24,118.4,1183.78,20.88,1.3931,1343.35,56.36,131.24
2010-10-29,42.997099860000006,26.665,20.05,165.23,160.95,118.49,1183.26,21.2,1.3947,1359.05,57.296,132.62
2010-11-01,43.45424226000001,26.95,20.57,162.58,161.57,118.53,1184.38,21.83,1.3889,1350.75,57.23,131.92
2010-11-02,44.194241520000006,27.39,20.34,164.61,162.82,119.475,1193.57,21.57,1.4037,1357.0,57.67,132.49
2010-11-03,44.685669600000004,27.03,20.48,168.47,162.63,119.95,1197.96,19.56,1.4143,1347.65,57.23,131.57
2010-11-04,45.46709739,27.14,20.97,168.93,166.39,122.26,1221.06,18.52,1.4198,1392.25,59.99,136.03
2010-11-05,45.304240410000006,26.85,21.24,170.77,171.07,122.725,1225.85,18.26,1.4031,1393.4,60.09,136.38
2010-11-08,45.51709734000001,26.81,21.23,171.99,169.2,122.49,1223.25,18.29,1.3921,1409.05,61.77,137.78
2010-11-09,45.15424056,26.95,21.16,170.27,166.55,121.61,1213.4,19.08,1.3777,1389.69,59.67,135.59
2010-11-10,45.43281171,26.94,21.04,173.33,167.22,122.1,1218.71,18.47,1.3782,1403.25,61.33,137.24
2010-11-11,45.236383335,26.68,21.21,170.37,167.71,121.635,1213.54,18.64,1.3655,1408.9,61.78,137.66
2010-11-12,44.00424171,26.27,21.53,165.68,165.83,120.198,1199.21,20.61,1.3691,1368.39,60.07,133.69
2010-11-15,43.862098995000004,26.2,21.295,158.9,167.22,120.03,1197.75,20.2,1.3583,1358.89,59.47,132.42
2010-11-16,43.08424263,25.81,21.07,157.78,165.1,118.16,1178.34,22.58,1.3492,1340.45,57.66,130.968
2010-11-17,42.928528500000006,25.57,21.08,158.35,164.89,118.218,1178.59,21.76,1.3518,1336.85,58.04,130.38
2010-11-18,44.06138451,25.8375,21.015,164.17,167.35,119.9575,1196.69,18.75,1.3644,1353.45,59.03,132.088
2010-11-19,43.818527610000004,25.69,21.135,164.82,166.67,120.29,1199.73,18.04,1.3684,1353.0,59.28,132.2
2010-11-22,44.76566952,25.73,21.25,170.39,161.05,120.19,1197.84,18.37,1.3625,1365.8,60.03,133.48
2010-11-23,44.10424161000001,25.12,21.0875,168.2,157.78,118.4475,1180.73,20.63,1.3371,1376.8,59.62,134.41
2010-11-24,44.97066931500001,25.37,21.3875,177.25,160.26,120.2,1198.35,19.56,1.3329,1374.5,59.67,134.18
