Date,V2TX,V6I1,V6I2,V6I3,V6I4,V6I5,V6I6,V6I7,V6I8
1999-08-06,32.1465,29.0473,32.8442,25.5802,32.108,24.2086,31.0845,25.4703,21.7135
1999-08-09,31.3775,29.6368,31.5912,26.0855,31.5018,24.4437,30.576,25.3603,21.8275
1999-08-10,32.701,30.5759,32.9047,25.9507,33.2337,24.5523,31.9088,25.5102,21.7758
1999-08-11,32.4776,29.159,32.7163,25.8949,32.2201,24.4681,31.2682,25.9697,21.5548
1999-08-12,29.4095,26.3012,29.5751,25.7485,30.3791,24.3064,30.4035,25.6818,21.629
1999-08-13,26.0123,22.3859,26.1468,24.6211,28.7761,23.9777,29.1754,24.7857,21.0363
1999-08-16,26.9659,26.1991,26.9719,24.7499,29.237,23.8379,29.1418,24.8379,21.0557
1999-08-17,26.1797,26.2609,26.1794,24.5679,28.7862,23.8013,28.8638,24.5036,21.0399
1999-08-18,26.6964,28.9523,26.7268,24.724,28.9099,23.8689,28.7944,24.4773,23.5679
1999-08-19,27.2993,,27.5052,24.9144,29.7357,23.9308,29.1787,24.9154,23.7883
1999-08-20,25.8141,,26.0322,24.5212,28.9613,23.863,28.4774,24.645,23.4614
1999-08-23,24.6286,24.76,24.3579,14.8761,28.0774,18.364,23.7896,28.1901,24.3293
1999-08-24,24.9878,25.4411,24.2426,16.0896,28.5264,21.1642,23.7847,27.7822,24.2273
1999-08-25,23.0672,22.919,23.2569,20.0634,27.0037,20.9924,23.3473,27.1205,23.8765
1999-08-26,22.7808,22.5384,23.0329,19.7902,27.0758,20.9415,24.4789,27.0603,23.7757
1999-08-27,22.3076,21.7357,22.7914,19.6381,27.0992,20.5982,24.4411,27.358,23.75
1999-08-30,23.234,23.1366,23.2826,20.0514,27.4126,20.9922,24.6939,27.5686,23.8302
1999-08-31,24.9551,26.4004,24.3251,19.829,28.3306,21.0854,25.0566,28.1663,24.1557
1999-09-01,24.472,25.0116,24.281,20.0188,28.0429,21.0958,25.0741,28.2608,23.9546
1999-09-02,25.845,27.3714,25.3858,19.6676,29.5876,21.0659,25.705,29.129,24.7044
1999-09-03,23.0423,21.9311,23.3002,19.7665,27.4735,20.9339,24.8646,28.1427,24.2069
1999-09-06,22.9409,21.851,23.0753,19.995,27.093,20.86,24.5886,27.5667,23.854
1999-09-07,23.0444,22.0721,23.1387,23.6022,27.0094,23.4523,24.6446,27.8061,23.9523
1999-09-08,23.0891,21.7831,23.1855,23.4551,27.142,23.6829,24.6867,27.7169,23.9923
1999-09-09,22.2243,20.6292,22.3108,23.2807,26.7647,23.4786,24.4561,27.6415,23.8665
1999-09-10,21.6421,21.9832,21.6283,22.8174,26.4927,23.0123,24.3107,27.5023,24.1789
1999-09-13,22.717,22.8999,22.7155,23.2311,26.8667,23.4755,24.3285,27.1033,24.2948
1999-09-14,23.6243,27.4301,23.6138,23.8752,27.7178,24.0406,24.7642,27.8554,24.4489
1999-09-15,24.7157,34.8176,24.7146,24.7896,28.6037,24.5521,25.2174,28.4724,24.6315
1999-09-16,25.1277,,25.1274,25.1317,28.9151,24.7175,25.3867,28.614,24.6864
1999-09-17,23.8429,,23.7559,24.4006,27.9035,24.2653,27.2575,28.6391,24.6956
1999-09-20,23.8031,23.5953,24.2864,27.673,23.8814,26.9253,28.3737,15.232,24.5944
1999-09-21,25.3996,25.406,25.3876,28.2906,24.2394,27.4006,28.8187,25.2058,24.7313
1999-09-22,25.8222,25.9316,25.6555,28.5712,24.6647,27.8912,28.9899,25.092,24.69
1999-09-23,25.0303,24.9433,25.1385,28.0902,24.4674,27.4855,28.8434,25.0275,24.649
1999-09-24,27.1255,27.5966,26.6268,30.0283,24.9574,28.2066,29.4647,25.4197,24.8237
1999-09-27,26.3027,26.4113,26.2344,29.1412,24.8992,28.0371,28.6935,25.4387,24.9958
1999-09-28,26.9086,27.0389,26.8389,29.538,25.3813,28.9377,29.8167,25.5441,25.459
1999-09-29,27.8488,28.3619,27.613,29.8901,25.6455,29.0163,30.5736,25.7719,25.5092
1999-09-30,27.8471,28.1802,27.7176,30.3198,27.5828,29.3033,31.7954,26.3282,25.811
1999-10-01,27.8705,28.6407,27.6143,30.3037,28.0635,29.7162,31.2724,26.4169,26.0008
1999-10-04,26.5893,26.6631,26.575,29.0829,26.9134,28.5445,30.5197,26.162,25.86
1999-10-05,26.3157,26.1986,26.3343,28.5555,26.7705,28.3794,29.4208,25.6814,25.8589
1999-10-06,25.2768,24.9183,25.3231,27.5436,25.8992,27.8056,29.0696,25.5587,25.4004
1999-10-07,23.4953,22.3372,23.613,25.9091,24.8528,26.8125,28.2962,25.1421,24.9011
1999-10-08,23.1659,22.6648,23.2066,26.5553,25.2603,27.031,28.7364,25.0227,25.065
1999-10-11,22.6819,23.5499,22.6531,25.2976,24.4639,26.4037,28.1569,25.0049,25.0463
1999-10-12,23.4701,25.6989,23.4212,26.0334,24.981,26.8306,28.2298,25.3348,25.0663
1999-10-13,24.7145,31.4401,24.6261,27.3938,25.942,27.5628,29.0091,25.7082,25.2671
1999-10-14,24.0129,,25.2403,27.8399,26.3186,27.8892,29.7704,26.034,25.5157
1999-10-15,27.1818,,28.139,30.6649,27.6882,29.4099,31.0306,26.8232,26.4664
1999-10-18,29.4296,29.7224,31.9512,28.6165,30.1451,31.3027,26.9779,26.4798,25.5409
1999-10-19,25.9996,26.1408,28.6338,27.0976,28.4708,29.5854,26.0862,25.6603,24.7749
1999-10-20,25.4943,25.4547,27.8569,26.571,28.1272,29.3288,25.9358,25.4045,24.6024
1999-10-21,25.9541,25.7467,28.142,26.4456,28.1689,29.5749,25.9912,25.4395,24.6368
1999-10-22,23.4008,23.0067,25.5517,25.0856,26.8558,28.4709,25.4649,24.9599,24.3524
1999-10-25,25.2749,24.6405,26.5244,25.7174,27.2114,28.9282,25.7378,25.165,24.4958
1999-10-26,24.3652,23.6407,25.485,25.1776,26.918,28.4392,25.621,25.0571,24.4241
1999-10-27,24.7645,23.7918,25.9643,25.2107,27.0238,28.3144,25.4668,25.0796,24.4043
1999-10-28,22.0081,20.9591,23.0591,23.4691,25.4884,26.7209,24.5797,24.1288,23.7214
1999-10-29,21.9392,21.1109,22.6322,22.9875,25.1412,26.4277,24.4166,23.9864,23.6295
1999-11-01,21.8553,20.8715,22.3316,22.9581,24.9633,26.2451,24.2402,23.9103,23.4153
1999-11-02,22.0428,20.9696,22.4765,22.8836,24.7964,26.1579,24.1857,23.7793,23.287
1999-11-03,22.3514,21.4601,22.654,22.9375,24.7415,26.0365,24.1072,23.7273,23.1803
1999-11-04,21.8141,20.5858,22.1571,22.2719,24.2675,25.4812,23.7713,23.4651,23.0154
1999-11-05,20.8933,19.2493,21.2676,22.323,24.095,25.2136,23.6515,23.2451,22.9076
1999-11-08,21.332,19.8773,21.5093,22.3796,23.8169,25.0786,23.5815,23.3009,22.9757
1999-11-09,21.2722,19.7413,21.4183,22.292,23.8355,24.9008,23.4035,23.0264,22.7867
1999-11-10,21.2203,20.0619,21.3059,22.2566,23.6252,24.6902,23.197,22.9371,22.6949
1999-11-11,20.9458,19.2344,21.0382,21.8782,23.5545,24.4511,23.0246,22.7262,22.5787
1999-11-12,20.78,19.7987,20.8182,21.9355,23.5492,24.455,22.9702,22.6516,22.5275
1999-11-15,21.6098,22.9661,21.5986,22.21,23.8697,24.4824,22.9234,22.5145,22.3093
1999-11-16,21.1132,24.5176,21.1038,22.0197,23.7385,24.2229,23.2471,22.9414,22.206
1999-11-17,21.2685,24.7169,21.234,23.546,24.042,25.0031,23.7333,23.5699,23.1115
1999-11-18,20.5132,,20.2782,23.2293,23.8821,24.7664,23.6807,23.3906,22.9865
1999-11-19,20.1544,,19.7218,22.7682,23.3491,24.5137,23.5745,23.4083,22.9501
1999-11-22,22.501,21.9536,23.7426,12.5285,24.3676,25.2979,24.1962,23.906,23.3695
1999-11-23,22.816,22.2482,23.8404,22.3041,24.3206,25.1808,24.0519,23.9678,23.4723
1999-11-24,22.801,22.0963,23.8284,22.5183,24.4879,25.3299,24.1984,23.9941,23.4847
1999-11-25,21.7842,20.8297,22.9193,21.8641,23.6528,24.6407,23.8033,23.7202,23.318
1999-11-26,22.0031,20.9007,23.0938,22.1637,23.896,24.7603,23.9686,23.7743,23.5919
1999-11-29,23.0575,21.7436,23.8444,22.822,24.456,25.3615,24.1488,23.9145,23.7578
1999-11-30,23.4039,22.286,23.9786,23.0116,24.4848,25.4867,24.5243,24.318,23.8697
1999-12-01,23.6672,22.1602,24.3197,23.2345,24.7412,25.6205,24.6463,24.4333,23.558
1999-12-02,23.5439,21.8919,24.1502,23.1854,24.6466,25.5894,24.6085,24.3803,23.5218
1999-12-03,22.425,20.2536,23.0899,22.711,24.0759,25.2148,24.3526,24.1437,23.2446
1999-12-06,22.9538,21.3188,23.2561,22.6625,24.1797,24.7228,23.964,23.8758,23.5239
1999-12-07,23.6904,22.0652,23.9392,23.5316,24.6897,25.3363,24.6645,24.4339,23.9261
1999-12-08,23.5967,22.6967,23.7112,23.5181,24.6146,25.0757,24.5072,24.3934,23.91
1999-12-09,23.9505,22.3667,24.1098,23.7775,24.9649,25.3912,24.6442,24.5613,24.1402
1999-12-10,25.1937,24.3729,25.2599,24.5061,25.7251,26.0045,25.1571,24.9955,24.5773
1999-12-13,25.8074,26.4484,25.7863,24.901,25.8901,26.3485,25.2862,25.0256,24.497
1999-12-14,26.6982,27.6644,26.6776,25.4557,26.507,26.6332,25.5397,25.2301,24.5601
1999-12-15,28.2257,30.3639,28.2001,26.7133,28.1715,28.0677,26.5216,26.1071,25.1021
1999-12-16,29.6028,,29.0679,27.8084,28.8949,28.5626,27.149,26.5688,25.6316
1999-12-17,29.4312,,29.015,27.8145,28.5965,28.5966,26.9874,26.4267,25.4996
1999-12-20,28.9298,28.8081,27.8232,28.3819,28.4483,26.8719,26.4763,25.212,15.439
1999-12-21,29.4158,29.3613,28.3301,28.9624,28.7884,27.1604,26.6673,25.3746,20.9168
1999-12-22,28.4172,28.424,27.9884,28.5213,28.554,27.0884,26.6704,25.0635,20.7695
1999-12-23,28.9967,29.0452,28.4549,29.1111,29.4078,27.583,27.1972,25.0332,21.2588
1999-12-27,31.9852,32.7979,30.2562,30.1447,30.1326,28.4069,27.7225,25.2468,21.828
1999-12-28,31.867,32.7908,30.3257,30.2033,29.9603,28.1996,27.6052,25.3017,21.9146
1999-12-29,31.5221,32.5899,30.0903,29.7065,29.6022,27.8291,27.3729,25.0656,21.5073
1999-12-30,31.1018,32.3806,29.6985,29.0707,29.1512,27.6324,26.9648,25.2823,21.0982
2000-01-03,30.9845,32.2003,30.3575,29.6784,29.5004,27.85,27.1618,25.8224,21.4043
2000-01-04,33.2225,35.0483,32.4283,32.1973,30.8263,29.0445,28.2255,26.7523,21.9038
2000-01-05,32.5944,35.1717,31.6464,31.5586,29.9181,28.2649,27.419,26.2748,21.8308
2000-01-06,31.1811,33.4803,30.4829,30.26,29.4499,27.9918,27.3828,26.2503,21.6319
2000-01-07,27.4407,28.9179,27.0756,27.2614,27.19,26.2557,26.1463,25.5733,21.206
2000-01-10,27.3711,28.9649,27.1624,27.3496,27.4174,26.5021,26.2624,25.3904,21.8416
2000-01-11,27.9619,29.4209,27.8127,27.8198,27.7863,26.7829,26.466,25.5208,21.8819
2000-01-12,28.6067,30.7273,28.439,28.4926,27.969,26.9539,26.5477,25.6649,21.9372
2000-01-13,28.0491,30.0857,27.9299,27.8655,27.6679,26.7153,26.3045,25.5313,21.9005
2000-01-14,25.4786,26.8035,25.4242,25.3006,25.9843,25.6883,25.4915,24.8784,21.5923
2000-01-17,25.9901,31.6851,25.9394,25.6393,26.1588,25.6887,25.4514,24.8453,21.5365
2000-01-18,27.7794,33.2264,27.7641,27.9289,27.7435,26.7193,26.2378,25.6214,21.5519
2000-01-19,28.1277,37.751,28.1239,28.3689,27.9863,26.8398,26.3118,25.6586,22.1951
2000-01-20,27.7616,,27.7724,27.6419,27.5704,26.5926,26.1381,25.5156,22.0333
2000-01-21,28.1958,,28.1675,28.358,28.1131,26.9367,26.442,25.2447,21.5967
2000-01-24,28.6632,28.6419,28.7069,14.0257,28.1854,27.0669,26.5665,25.7967,22.0987
2000-01-25,30.0186,30.027,30.0052,22.699,29.0105,27.461,26.8889,25.7561,21.9433
2000-01-26,29.4326,29.4716,29.3823,22.7166,28.5565,27.2765,26.6359,25.5034,21.7858
2000-01-27,28.0638,28.1507,27.9721,22.2954,27.7181,26.6021,26.1589,25.0575,21.4464
2000-01-28,29.0238,28.8193,29.1998,23.049,28.2877,27.0884,26.5446,25.5012,21.6465
