,Bid,Ask
2017-11-10 12:00:26.016,1.1639899999999999,1.1639899999999999
2017-11-10 12:00:26.062,1.16398,1.1639899999999999
2017-11-10 12:00:26.069,1.1639899999999999,1.1639899999999999
2017-11-10 12:00:26.076,1.1639899999999999,1.1640000000000001
2017-11-10 12:00:26.129,1.1640000000000001,1.1640000000000001
2017-11-10 12:00:26.175,1.16401,1.1640000000000001
2017-11-10 12:00:28.036,1.1640000000000001,1.1640000000000001
2017-11-10 12:00:29.897,1.1640000000000001,1.16401
2017-11-10 12:00:33.495,1.1640000000000001,1.1640000000000001
2017-11-10 12:00:33.559,1.1639899999999999,1.1640000000000001
2017-11-10 12:00:34.918,1.1640000000000001,1.1640000000000001
2017-11-10 12:00:34.923,1.1640000000000001,1.16401
2017-11-10 12:00:34.931,1.16401,1.16401
2017-11-10 12:00:34.974,1.1640000000000001,1.16401
2017-11-10 12:00:39.413,1.1640000000000001,1.1640000000000001
2017-11-10 12:00:39.422,1.1640000000000001,1.1639899999999999
2017-11-10 12:00:39.428,1.1640000000000001,1.16398
2017-11-10 12:00:39.434,1.1639899999999999,1.16398
2017-11-10 12:00:39.437,1.16398,1.16398
2017-11-10 12:00:39.443,1.1639899999999999,1.16398
2017-11-10 12:00:39.449,1.16398,1.16398
2017-11-10 12:00:39.474,1.1639700000000002,1.16398
2017-11-10 12:00:39.725,1.16398,1.16398
2017-11-10 12:00:39.785,1.1639899999999999,1.16398
2017-11-10 12:00:39.809,1.16398,1.16398
2017-11-10 12:00:39.902,1.1639899999999999,1.16398
2017-11-10 12:00:40.001,1.1639899999999999,1.1640000000000001
2017-11-10 12:00:40.072,1.1640000000000001,1.1640000000000001
2017-11-10 12:00:41.199,1.1640000000000001,1.16401
2017-11-10 12:00:43.858,1.16401,1.16401
2017-11-10 12:00:43.864,1.16401,1.16402
2017-11-10 12:00:43.867,1.16402,1.16402
2017-11-10 12:00:43.874,1.16402,1.16403
2017-11-10 12:00:43.880,1.16403,1.16402
2017-11-10 12:00:43.886,1.16402,1.16402
2017-11-10 12:00:43.921,1.16402,1.16403
2017-11-10 12:00:43.927,1.16402,1.16402
2017-11-10 12:00:43.944,1.16402,1.16403
2017-11-10 12:00:43.996,1.16401,1.16403
2017-11-10 12:00:44.003,1.16402,1.16403
2017-11-10 12:00:44.013,1.16402,1.16404
2017-11-10 12:00:44.020,1.16403,1.16404
2017-11-10 12:00:44.034,1.16402,1.16404
2017-11-10 12:00:44.049,1.16402,1.16403
2017-11-10 12:00:44.118,1.16402,1.16402
2017-11-10 12:00:44.134,1.16402,1.16403
2017-11-10 12:00:44.320,1.16402,1.16402
2017-11-10 12:00:44.326,1.16402,1.16403
2017-11-10 12:00:44.342,1.16402,1.16404
2017-11-10 12:00:44.390,1.16403,1.16404
2017-11-10 12:00:44.586,1.16403,1.16403
2017-11-10 12:00:44.663,1.16402,1.16403
2017-11-10 12:00:45.234,1.16402,1.16402
2017-11-10 12:00:45.384,1.16402,1.16403
2017-11-10 12:00:45.411,1.16403,1.16403
2017-11-10 12:00:45.458,1.16403,1.16404
2017-11-10 12:00:45.491,1.16403,1.16405
2017-11-10 12:00:45.582,1.16403,1.16404
2017-11-10 12:00:45.891,1.16403,1.16405
2017-11-10 12:00:45.902,1.16404,1.16405
2017-11-10 12:00:46.685,1.16404,1.16404
2017-11-10 12:00:52.707,1.16405,1.16404
2017-11-10 12:00:52.714,1.16405,1.16406
2017-11-10 12:00:52.719,1.16406,1.16406
2017-11-10 12:00:52.969,1.16406,1.1640700000000002
2017-11-10 12:00:54.553,1.16406,1.16408
2017-11-10 12:00:54.626,1.16406,1.16406
2017-11-10 12:00:54.998,1.16406,1.1640700000000002
2017-11-10 12:00:55.450,1.16406,1.16406
2017-11-10 12:00:56.011,1.16406,1.1640700000000002
2017-11-10 12:00:56.951,1.16406,1.16406
2017-11-10 12:00:57.131,1.16406,1.1640700000000002
2017-11-10 12:01:03.261,1.16406,1.16406
2017-11-10 12:01:04.816,1.16405,1.16406
2017-11-10 12:01:04.867,1.16406,1.16406
2017-11-10 12:01:09.299,1.16406,1.16404
2017-11-10 12:01:09.305,1.16405,1.16404
2017-11-10 12:01:09.313,1.16405,1.16402
2017-11-10 12:01:09.319,1.16405,1.16404
2017-11-10 12:01:09.332,1.16405,1.16403
2017-11-10 12:01:09.335,1.16405,1.16404
2017-11-10 12:01:09.343,1.16404,1.16403
2017-11-10 12:01:09.373,1.16403,1.16403
2017-11-10 12:01:09.397,1.16402,1.16403
2017-11-10 12:01:09.831,1.16402,1.16401
2017-11-10 12:01:09.856,1.16402,1.16402
2017-11-10 12:01:09.951,1.16402,1.16403
2017-11-10 12:01:11.005,1.16402,1.16402
2017-11-10 12:01:11.014,1.16402,1.16401
2017-11-10 12:01:15.597,1.16401,1.16401
2017-11-10 12:01:15.641,1.16401,1.1640000000000001
2017-11-10 12:01:15.648,1.16401,1.1639899999999999
2017-11-10 12:01:15.651,1.1640000000000001,1.1639899999999999
2017-11-10 12:01:15.653,1.1639899999999999,1.1639899999999999
2017-11-10 12:01:15.660,1.1639899999999999,1.16398
2017-11-10 12:01:15.693,1.16398,1.16398
2017-11-10 12:01:15.712,1.1639899999999999,1.16398
2017-11-10 12:01:15.718,1.1640000000000001,1.16398
2017-11-10 12:01:15.727,1.1639899999999999,1.16398
2017-11-10 12:01:15.733,1.1640000000000001,1.16398
2017-11-10 12:01:15.793,1.1640000000000001,1.1639899999999999
2017-11-10 12:01:15.868,1.1640000000000001,1.1640000000000001
2017-11-10 12:01:20.355,1.1640000000000001,1.16398
2017-11-10 12:01:20.369,1.16398,1.16398
2017-11-10 12:01:20.376,1.1639700000000002,1.16398
2017-11-10 12:01:20.410,1.1639700000000002,1.16396
2017-11-10 12:01:20.421,1.1639700000000002,1.16398
2017-11-10 12:01:20.427,1.1639700000000002,1.1639700000000002
2017-11-10 12:01:20.433,1.1639700000000002,1.16398
2017-11-10 12:01:20.523,1.16398,1.16398
2017-11-10 12:01:20.543,1.1639700000000002,1.16398
2017-11-10 12:01:20.554,1.1639700000000002,1.1639700000000002
2017-11-10 12:01:20.561,1.16396,1.1639700000000002
2017-11-10 12:01:20.733,1.16396,1.16396
2017-11-10 12:01:21.469,1.16395,1.16396
2017-11-10 12:01:22.975,1.16395,1.16393
2017-11-10 12:01:22.984,1.16394,1.16393
2017-11-10 12:01:22.989,1.16394,1.16392
2017-11-10 12:01:22.997,1.16394,1.16394
2017-11-10 12:01:23.011,1.16394,1.16393
2017-11-10 12:01:23.016,1.16393,1.16393
2017-11-10 12:01:23.100,1.16392,1.16393
2017-11-10 12:01:23.112,1.16394,1.16393
2017-11-10 12:01:23.127,1.16392,1.16393
2017-11-10 12:01:23.214,1.16391,1.16393
2017-11-10 12:01:23.222,1.16391,1.16392
2017-11-10 12:01:23.283,1.16391,1.16393
2017-11-10 12:01:24.189,1.16391,1.16392
2017-11-10 12:01:24.369,1.16391,1.16391
2017-11-10 12:01:29.123,1.16391,1.16392
2017-11-10 12:01:30.071,1.1639,1.16392
2017-11-10 12:01:30.087,1.1639,1.16391
2017-11-10 12:01:30.942,1.1638899999999999,1.16391
2017-11-10 12:01:30.977,1.1639,1.16391
2017-11-10 12:01:33.217,1.1638899999999999,1.16391
2017-11-10 12:01:33.221,1.1638899999999999,1.1639
2017-11-10 12:01:33.229,1.1639,1.1639
2017-11-10 12:01:33.275,1.1639,1.16391
2017-11-10 12:01:33.305,1.1639,1.1639
2017-11-10 12:01:33.521,1.1639,1.16391
2017-11-10 12:01:34.427,1.16391,1.16391
2017-11-10 12:01:34.479,1.1639,1.16391
2017-11-10 12:01:34.844,1.1639,1.1639
2017-11-10 12:01:34.853,1.1638899999999999,1.1639
2017-11-10 12:01:34.859,1.16388,1.1639
2017-11-10 12:01:34.882,1.16388,1.16388
2017-11-10 12:01:34.890,1.1638899999999999,1.16388
2017-11-10 12:01:34.928,1.1638899999999999,1.1639
2017-11-10 12:01:34.951,1.16388,1.1639
2017-11-10 12:01:34.982,1.1638899999999999,1.1639
2017-11-10 12:01:35.017,1.1638899999999999,1.1638899999999999
2017-11-10 12:01:35.069,1.16388,1.1638899999999999
2017-11-10 12:01:35.176,1.1638899999999999,1.1638899999999999
2017-11-10 12:01:35.514,1.1638899999999999,1.1639
2017-11-10 12:01:35.522,1.1638899999999999,1.16391
2017-11-10 12:01:35.820,1.1639,1.16391
2017-11-10 12:01:35.912,1.1638899999999999,1.16391
2017-11-10 12:01:35.957,1.1639,1.16391
2017-11-10 12:01:36.102,1.1638899999999999,1.16391
2017-11-10 12:01:36.444,1.1639,1.16391
2017-11-10 12:01:39.510,1.16391,1.16391
2017-11-10 12:01:39.574,1.16392,1.16392
2017-11-10 12:01:39.612,1.16391,1.16392
2017-11-10 12:01:40.456,1.16392,1.16392
2017-11-10 12:01:40.464,1.16393,1.16392
2017-11-10 12:01:40.467,1.16393,1.16393
2017-11-10 12:01:40.501,1.16393,1.16394
2017-11-10 12:01:40.531,1.16394,1.16394
2017-11-10 12:01:40.703,1.16395,1.16394
2017-11-10 12:01:40.749,1.16395,1.16396
2017-11-10 12:01:45.261,1.16396,1.16396
2017-11-10 12:01:45.574,1.16396,1.16395
2017-11-10 12:01:45.582,1.16395,1.16395
2017-11-10 12:01:45.589,1.16395,1.16394
2017-11-10 12:01:45.592,1.16395,1.16393
2017-11-10 12:01:45.617,1.16393,1.16393
2017-11-10 12:01:45.638,1.16393,1.16394
2017-11-10 12:01:45.648,1.16392,1.16394
2017-11-10 12:01:45.666,1.16392,1.16393
2017-11-10 12:01:45.676,1.16392,1.16392
2017-11-10 12:01:45.717,1.16392,1.16393
2017-11-10 12:01:45.744,1.16392,1.16392
2017-11-10 12:01:45.759,1.16392,1.16393
2017-11-10 12:01:46.241,1.16392,1.16391
2017-11-10 12:01:46.250,1.16391,1.16391
2017-11-10 12:01:46.305,1.1639,1.1639
2017-11-10 12:01:46.311,1.1639,1.16391
2017-11-10 12:01:46.332,1.1638899999999999,1.16391
2017-11-10 12:01:46.348,1.1638899999999999,1.1639
2017-11-10 12:01:46.357,1.1638899999999999,1.16388
2017-11-10 12:01:46.371,1.1638899999999999,1.1638899999999999
2017-11-10 12:01:46.377,1.16388,1.1638899999999999
2017-11-10 12:01:46.379,1.16388,1.16388
2017-11-10 12:01:46.389,1.1638700000000002,1.16388
2017-11-10 12:01:46.398,1.1638700000000002,1.1638899999999999
2017-11-10 12:01:46.426,1.16388,1.1638899999999999
2017-11-10 12:01:46.459,1.1638700000000002,1.1638899999999999
2017-11-10 12:01:46.818,1.1638700000000002,1.16388
2017-11-10 12:01:47.146,1.16388,1.16388
2017-11-10 12:01:47.277,1.16388,1.1639
2017-11-10 12:01:47.408,1.16388,1.1638899999999999
2017-11-10 12:01:47.553,1.16388,1.16388
2017-11-10 12:01:47.676,1.1638899999999999,1.16388
2017-11-10 12:01:48.905,1.1638899999999999,1.1638899999999999
2017-11-10 12:01:48.969,1.1639,1.1638899999999999
2017-11-10 12:01:48.980,1.16391,1.1639
2017-11-10 12:01:48.989,1.16393,1.1639
2017-11-10 12:01:49.000,1.16393,1.16391
2017-11-10 12:01:49.008,1.16391,1.16391
2017-11-10 12:01:49.014,1.16391,1.1639
2017-11-10 12:01:49.021,1.16391,1.16391
2017-11-10 12:01:49.061,1.16392,1.16392
2017-11-10 12:01:49.069,1.16393,1.16392
2017-11-10 12:01:49.077,1.16393,1.16393
2017-11-10 12:01:49.092,1.16392,1.16393
2017-11-10 12:01:49.107,1.16391,1.16393
2017-11-10 12:01:49.116,1.16391,1.16392
2017-11-10 12:01:49.131,1.16391,1.16393
2017-11-10 12:01:49.153,1.16391,1.16392
2017-11-10 12:01:49.288,1.16391,1.16393
2017-11-10 12:01:49.306,1.16391,1.16392
2017-11-10 12:01:49.488,1.16392,1.16392
2017-11-10 12:01:51.002,1.16393,1.16392
2017-11-10 12:01:51.013,1.16394,1.16393
2017-11-10 12:01:51.021,1.16394,1.16394
2017-11-10 12:01:51.057,1.16392,1.16393
2017-11-10 12:01:51.063,1.16392,1.16394
2017-11-10 12:01:51.132,1.16393,1.16394
2017-11-10 12:01:51.158,1.16394,1.16394
2017-11-10 12:01:51.168,1.16394,1.16395
2017-11-10 12:01:51.185,1.16394,1.16396
2017-11-10 12:01:51.231,1.16394,1.16395
2017-11-10 12:01:51.265,1.16394,1.16396
2017-11-10 12:01:51.284,1.16394,1.16395
2017-11-10 12:01:51.304,1.16394,1.16396
2017-11-10 12:01:51.469,1.16394,1.16394
2017-11-10 12:01:51.477,1.16394,1.16393
2017-11-10 12:01:51.495,1.16393,1.16393
2017-11-10 12:01:51.534,1.16392,1.16394
2017-11-10 12:01:51.618,1.16393,1.16394
2017-11-10 12:01:51.674,1.16393,1.16395
2017-11-10 12:01:51.719,1.16393,1.16394
2017-11-10 12:01:51.724,1.16392,1.16394
2017-11-10 12:01:51.731,1.16392,1.16393
2017-11-10 12:01:51.814,1.16392,1.16392
2017-11-10 12:01:51.967,1.16391,1.16392
2017-11-10 12:01:52.024,1.1639,1.16392
2017-11-10 12:01:52.069,1.1639,1.16391
2017-11-10 12:01:52.152,1.16391,1.16391
2017-11-10 12:01:52.175,1.16391,1.16392
2017-11-10 12:01:55.612,1.16392,1.16392
2017-11-10 12:01:55.627,1.16392,1.16393
2017-11-10 12:01:55.649,1.16392,1.16394
2017-11-10 12:01:55.659,1.16393,1.16394
2017-11-10 12:01:55.704,1.16394,1.16394
2017-11-10 12:01:55.715,1.16394,1.16395
2017-11-10 12:01:55.826,1.16394,1.16396
2017-11-10 12:01:55.885,1.16394,1.16395
2017-11-10 12:01:55.934,1.16394,1.16394
2017-11-10 12:01:55.942,1.16394,1.16393
2017-11-10 12:01:55.962,1.16393,1.16393
2017-11-10 12:01:55.968,1.16392,1.16394
2017-11-10 12:01:55.992,1.16392,1.16393
2017-11-10 12:01:56.002,1.16392,1.16394
2017-11-10 12:01:56.267,1.16392,1.16393
2017-11-10 12:01:56.363,1.16392,1.16394
2017-11-10 12:01:56.515,1.16393,1.16394
2017-11-10 12:01:56.539,1.16394,1.16394
2017-11-10 12:01:56.550,1.16394,1.16395
2017-11-10 12:01:56.597,1.16395,1.16395
2017-11-10 12:01:56.616,1.16395,1.16396
2017-11-10 12:01:56.720,1.16396,1.1639700000000002
2017-11-10 12:01:56.899,1.16396,1.16398
2017-11-10 12:01:56.922,1.16396,1.1639700000000002
2017-11-10 12:01:57.461,1.16396,1.16398
2017-11-10 12:01:57.480,1.1639700000000002,1.16398
2017-11-10 12:01:57.494,1.16396,1.16398
2017-11-10 12:01:57.659,1.1639700000000002,1.16398
2017-11-10 12:01:57.687,1.16398,1.16398
2017-11-10 12:01:57.858,1.16396,1.16398
2017-11-10 12:01:58.127,1.16396,1.1639700000000002
2017-11-10 12:01:58.501,1.16396,1.16398
2017-11-10 12:01:58.514,1.1639700000000002,1.16398
2017-11-10 12:01:58.743,1.16396,1.16398
2017-11-10 12:01:59.194,1.16396,1.1639700000000002
2017-11-10 12:01:59.370,1.16396,1.16398
2017-11-10 12:01:59.549,1.16396,1.1639700000000002
2017-11-10 12:02:00.427,1.16396,1.16396
2017-11-10 12:02:00.535,1.16396,1.1639700000000002
2017-11-10 12:02:00.831,1.16396,1.16396
2017-11-10 12:02:01.229,1.16396,1.16395
2017-11-10 12:02:02.095,1.16394,1.16395
2017-11-10 12:02:02.159,1.16395,1.16395
2017-11-10 12:02:02.284,1.16395,1.16394
2017-11-10 12:02:03.447,1.16394,1.16394
2017-11-10 12:02:03.610,1.16394,1.16393
2017-11-10 12:02:03.943,1.16393,1.16393
2017-11-10 12:02:03.950,1.16392,1.16393
2017-11-10 12:02:03.997,1.16391,1.16393
2017-11-10 12:02:04.004,1.16391,1.16392
2017-11-10 12:02:04.365,1.16391,1.16391
2017-11-10 12:02:07.531,1.16393,1.16392
2017-11-10 12:02:07.555,1.16393,1.16393
2017-11-10 12:02:07.596,1.16394,1.16393
2017-11-10 12:02:07.617,1.16394,1.16394
2017-11-10 12:02:07.798,1.16394,1.16395
2017-11-10 12:02:09.352,1.16394,1.16396
2017-11-10 12:02:09.397,1.16395,1.16396
2017-11-10 12:02:09.727,1.16394,1.16396
2017-11-10 12:02:09.790,1.16395,1.16396
2017-11-10 12:02:09.963,1.16395,1.1639700000000002
2017-11-10 12:02:10.869,1.1639700000000002,1.1639700000000002
2017-11-10 12:02:11.039,1.1639700000000002,1.16398
2017-11-10 12:02:12.083,1.16398,1.16398
2017-11-10 12:02:12.485,1.16398,1.1639899999999999
2017-11-10 12:02:12.675,1.1639899999999999,1.1639899999999999
2017-11-10 12:02:12.712,1.16398,1.1639899999999999
2017-11-10 12:02:12.722,1.1639899999999999,1.1639899999999999
2017-11-10 12:02:12.733,1.1639899999999999,1.1640000000000001
2017-11-10 12:02:12.772,1.1640000000000001,1.1640000000000001
2017-11-10 12:02:13.588,1.16401,1.1640000000000001
2017-11-10 12:02:13.601,1.16401,1.16402
2017-11-10 12:02:13.606,1.16402,1.16402
2017-11-10 12:02:13.612,1.16403,1.16402
2017-11-10 12:02:13.651,1.16402,1.16402
2017-11-10 12:02:13.682,1.16401,1.16402
2017-11-10 12:02:13.732,1.16402,1.16402
2017-11-10 12:02:13.750,1.16401,1.16402
2017-11-10 12:02:14.002,1.16402,1.16402
2017-11-10 12:02:14.154,1.16402,1.16404
2017-11-10 12:02:14.159,1.16404,1.16404
2017-11-10 12:02:14.197,1.16403,1.16404
2017-11-10 12:02:14.232,1.16404,1.16404
2017-11-10 12:02:14.461,1.16404,1.16405
2017-11-10 12:02:14.518,1.16405,1.16405
2017-11-10 12:02:14.551,1.16404,1.16405
2017-11-10 12:02:14.687,1.16405,1.16406
2017-11-10 12:02:14.790,1.16404,1.16406
2017-11-10 12:02:14.952,1.16405,1.16406
2017-11-10 12:02:15.453,1.16404,1.16406
2017-11-10 12:02:15.512,1.16405,1.16406
2017-11-10 12:02:15.532,1.16404,1.16406
2017-11-10 12:02:15.891,1.16405,1.16406
2017-11-10 12:02:16.592,1.16404,1.16406
2017-11-10 12:02:16.598,1.16404,1.16405
2017-11-10 12:02:17.337,1.16406,1.16405
2017-11-10 12:02:17.351,1.16406,1.16406
2017-11-10 12:02:17.372,1.16405,1.16406
2017-11-10 12:02:17.547,1.16406,1.16406
2017-11-10 12:02:18.364,1.1640700000000002,1.16406
2017-11-10 12:02:18.643,1.1640700000000002,1.16408
2017-11-10 12:02:18.725,1.16406,1.16408
2017-11-10 12:02:18.789,1.16406,1.1640700000000002
2017-11-10 12:02:19.687,1.16406,1.16406
2017-11-10 12:02:20.812,1.16404,1.16406
2017-11-10 12:02:21.899,1.16404,1.16405
2017-11-10 12:02:21.917,1.16403,1.16405
2017-11-10 12:02:22.064,1.16404,1.16405
2017-11-10 12:02:22.750,1.16404,1.16404
2017-11-10 12:02:23.108,1.16404,1.16405
2017-11-10 12:02:27.529,1.16405,1.16405
2017-11-10 12:02:27.666,1.16404,1.16405
2017-11-10 12:02:27.755,1.16405,1.16405
2017-11-10 12:02:27.763,1.16406,1.16405
2017-11-10 12:02:27.769,1.16406,1.16406
2017-11-10 12:02:28.165,1.16405,1.16406
2017-11-10 12:02:28.193,1.16405,1.1640700000000002
2017-11-10 12:02:28.222,1.16405,1.16406
2017-11-10 12:02:28.317,1.16405,1.1640700000000002
2017-11-10 12:02:28.354,1.16405,1.16406
2017-11-10 12:02:28.630,1.16405,1.1640700000000002
2017-11-10 12:02:28.759,1.16406,1.1640700000000002
2017-11-10 12:02:29.190,1.16405,1.1640700000000002
2017-11-10 12:02:29.195,1.16405,1.16406
2017-11-10 12:02:29.278,1.16405,1.16405
2017-11-10 12:02:29.314,1.16404,1.16405
2017-11-10 12:02:30.072,1.16405,1.16405
2017-11-10 12:02:30.084,1.16404,1.16405
2017-11-10 12:02:31.328,1.16405,1.16405
2017-11-10 12:02:32.074,1.16404,1.16405
2017-11-10 12:02:33.128,1.16405,1.16406
2017-11-10 12:02:33.163,1.16405,1.16405
2017-11-10 12:02:33.211,1.16404,1.16405
2017-11-10 12:02:34.039,1.16405,1.16405
2017-11-10 12:02:34.101,1.16405,1.16406
2017-11-10 12:02:34.112,1.16406,1.16406
2017-11-10 12:02:34.552,1.16406,1.1640700000000002
2017-11-10 12:02:34.559,1.1640700000000002,1.1640700000000002
2017-11-10 12:02:35.710,1.16408,1.16408
2017-11-10 12:02:35.789,1.16409,1.16409
2017-11-10 12:02:35.839,1.16409,1.1641
2017-11-10 12:02:36.549,1.1641,1.1641
2017-11-10 12:02:36.605,1.16411,1.1641
2017-11-10 12:02:36.619,1.16411,1.16411
2017-11-10 12:02:36.689,1.16411,1.16412
2017-11-10 12:02:36.753,1.1641,1.16412
2017-11-10 12:02:36.822,1.16411,1.16412
2017-11-10 12:02:39.213,1.16411,1.1641299999999999
2017-11-10 12:02:39.369,1.16411,1.16412
2017-11-10 12:02:39.451,1.16411,1.1641299999999999
2017-11-10 12:02:39.553,1.16411,1.16412
2017-11-10 12:02:39.655,1.16411,1.1641299999999999
2017-11-10 12:02:39.757,1.16411,1.16412
2017-11-10 12:02:39.830,1.16411,1.1641299999999999
2017-11-10 12:02:39.979,1.16411,1.16412
2017-11-10 12:02:40.066,1.16411,1.1641299999999999
2017-11-10 12:02:40.256,1.16411,1.16412
2017-11-10 12:02:40.364,1.16411,1.1641299999999999
2017-11-10 12:02:40.465,1.16411,1.16412
2017-11-10 12:02:40.728,1.16411,1.1641299999999999
2017-11-10 12:02:43.160,1.16411,1.16412
2017-11-10 12:02:43.830,1.16411,1.1641299999999999
2017-11-10 12:02:45.086,1.16411,1.16412
2017-11-10 12:02:45.268,1.16411,1.1641299999999999
2017-11-10 12:02:45.275,1.16412,1.16412
2017-11-10 12:02:46.820,1.16412,1.1641299999999999
2017-11-10 12:02:46.867,1.16411,1.1641299999999999
2017-11-10 12:02:46.919,1.16412,1.1641299999999999
2017-11-10 12:02:47.000,1.16412,1.16412
2017-11-10 12:02:47.773,1.16412,1.1641299999999999
2017-11-10 12:02:52.319,1.1641299999999999,1.1641299999999999
2017-11-10 12:02:52.328,1.1641299999999999,1.16414
2017-11-10 12:02:52.407,1.16414,1.16414
2017-11-10 12:02:52.413,1.16414,1.16415
2017-11-10 12:02:52.518,1.16414,1.16416
2017-11-10 12:02:52.541,1.16415,1.16416
2017-11-10 12:02:52.550,1.16415,1.1641700000000001
2017-11-10 12:02:52.816,1.16416,1.1641700000000001
2017-11-10 12:02:56.413,1.16415,1.1641700000000001
2017-11-10 12:02:56.743,1.16416,1.1641700000000001
2017-11-10 12:02:56.927,1.16416,1.16418
2017-11-10 12:02:57.028,1.16416,1.1641700000000001
2017-11-10 12:02:57.133,1.16416,1.16418
2017-11-10 12:02:57.244,1.16416,1.1641700000000001
2017-11-10 12:02:58.673,1.16416,1.16418
