Date,Time,OpenBid,HighBid,LowBid,CloseBid,OpenAsk,HighAsk,LowAsk,CloseAsk,TotalTicks
2/27/2008,22:00:00,1.51193,1.52291,1.50729,1.51921,1.51211,1.52303,1.50743,1.51942,50355
2/28/2008,22:00:00,1.51921,1.52386,1.51429,1.51796,1.51942,1.52399,1.51443,1.51814,55596
3/2/2008,22:00:00,1.51796,1.52757,1.51568,1.52029,1.51814,1.52769,1.51583,1.52054,49329
3/3/2008,22:00:00,1.52029,1.52487,1.51726,1.52156,1.52054,1.52498,1.51743,1.52179,34717
3/4/2008,22:00:00,1.52156,1.53017,1.51447,1.52636,1.52179,1.53029,1.51463,1.52641,37829
3/5/2008,22:00:00,1.52636,1.53936,1.52606,1.53794,1.52641,1.53951,1.52629,1.53812,49499
3/6/2008,22:00:00,1.53794,1.546,1.53137,1.53461,1.53812,1.5462,1.53153,1.53475,49723
3/9/2008,21:00:00,1.53461,1.54026,1.53116,1.53426,1.53475,1.54069,1.53134,1.53444,37442
3/10/2008,21:00:00,1.53426,1.54949,1.52819,1.53366,1.53444,1.54964,1.52832,1.53392,50473
3/11/2008,21:00:00,1.53366,1.55708,1.53306,1.55496,1.53392,1.55724,1.53323,1.55521,52151
3/12/2008,21:00:00,1.55496,1.56446,1.55221,1.56353,1.55521,1.5646,1.55236,1.56371,57929
3/13/2008,21:00:00,1.56353,1.56876,1.55317,1.56696,1.56371,1.56894,1.55333,1.56713,61673
3/16/2008,21:00:00,1.56696,1.59016,1.56696,1.57286,1.56713,1.59066,1.56713,1.57304,78073
3/17/2008,21:00:00,1.57286,1.58317,1.56169,1.56239,1.57304,1.58331,1.56184,1.56267,62698
3/18/2008,21:00:00,1.56239,1.57856,1.55816,1.56246,1.56267,1.57863,1.55834,1.5626,63593
3/19/2008,21:00:00,1.56246,1.565,1.53962,1.54266,1.5626,1.56524,1.53973,1.54294,64017
3/20/2008,21:00:00,1.54266,1.54717,1.54039,1.54362,1.54294,1.54733,1.54072,1.5441,9471
3/23/2008,21:00:00,1.54362,1.54556,1.53407,1.54219,1.5441,1.54573,1.53424,1.54234,25484
3/24/2008,21:00:00,1.54219,1.56576,1.54066,1.56494,1.54234,1.56591,1.54084,1.56522,48913
3/25/2008,21:00:00,1.56494,1.58576,1.55827,1.58448,1.56522,1.58594,1.55849,1.58471,55823
3/26/2008,21:00:00,1.58448,1.58466,1.57259,1.57776,1.58471,1.58491,1.57272,1.57794,59143
3/27/2008,21:00:00,1.57776,1.58382,1.57408,1.58039,1.57794,1.58398,1.57424,1.58057,53770
3/30/2008,21:00:00,1.58039,1.58957,1.57589,1.57876,1.58057,1.58971,1.57604,1.57887,46070
3/31/2008,21:00:00,1.57876,1.57876,1.55628,1.56136,1.57887,1.57894,1.55643,1.56151,53528
4/1/2008,21:00:00,1.56136,1.57013,1.55321,1.56851,1.56151,1.57027,1.55339,1.56867,58643
4/2/2008,21:00:00,1.56851,1.56969,1.55099,1.56836,1.56867,1.56985,1.55113,1.56831,60576
4/3/2008,21:00:00,1.56836,1.57727,1.56371,1.57296,1.56831,1.5774,1.56389,1.57314,49057
4/6/2008,21:00:00,1.57296,1.57366,1.56267,1.57098,1.57314,1.57384,1.56283,1.57114,37298
4/7/2008,21:00:00,1.57098,1.57976,1.56731,1.57111,1.57114,1.57994,1.5674,1.57124,46515
4/8/2008,21:00:00,1.57111,1.58647,1.56831,1.58308,1.57124,1.58654,1.56849,1.58324,43890
4/9/2008,21:00:00,1.58308,1.59128,1.57246,1.57416,1.58324,1.59139,1.57262,1.57427,55217
4/10/2008,21:00:00,1.57416,1.58547,1.57386,1.58268,1.57427,1.58563,1.57402,1.58289,48213
4/13/2008,21:00:00,1.58268,1.58857,1.56701,1.58311,1.58289,1.58873,1.56724,1.58329,50643
4/14/2008,21:00:00,1.58311,1.58746,1.57506,1.5788,1.58329,1.58759,1.57522,1.57904,46899
4/15/2008,21:00:00,1.5788,1.59787,1.57576,1.59464,1.57904,1.59799,1.57594,1.59486,53482
4/16/2008,21:00:00,1.59464,1.59836,1.58459,1.59074,1.59486,1.59836,1.58474,1.59093,48182
4/17/2008,21:00:00,1.59074,1.59555,1.5711,1.58088,1.59093,1.59568,1.57123,1.58097,46793
4/20/2008,21:00:00,1.58088,1.59471,1.57912,1.5912,1.58097,1.59484,1.57925,1.59121,40436
4/21/2008,21:00:00,1.5912,1.60189,1.58342,1.59907,1.59121,1.60198,1.58354,1.59923,49958
4/22/2008,21:00:00,1.59907,1.60024,1.58602,1.58884,1.59923,1.6004,1.58615,1.5889,42697
4/23/2008,21:00:00,1.58884,1.58962,1.56375,1.56819,1.5889,1.58975,1.56391,1.56832,54782
4/24/2008,21:00:00,1.56819,1.57067,1.55547,1.55929,1.56832,1.5708,1.5556,1.55945,52758
4/27/2008,21:00:00,1.55929,1.5693,1.55925,1.5656,1.55945,1.56935,1.55938,1.56576,40421
4/28/2008,21:00:00,1.5656,1.5663,1.55396,1.55712,1.56576,1.56641,1.55411,1.55731,39323
4/29/2008,21:00:00,1.55712,1.56436,1.55161,1.56215,1.55731,1.56448,1.55195,1.56232,45365
4/30/2008,21:00:00,1.56215,1.56425,1.54301,1.5474,1.56232,1.56438,1.54311,1.54753,36178
5/1/2008,21:00:00,1.5474,1.5497,1.53597,1.54125,1.54753,1.54983,1.53615,1.54138,39763
5/4/2008,21:00:00,1.54125,1.55184,1.54125,1.54965,1.54138,1.55203,1.54138,1.54978,22861
5/5/2008,21:00:00,1.54965,1.55939,1.54515,1.55316,1.54978,1.55952,1.54534,1.55329,37101
5/6/2008,21:00:00,1.55316,1.55384,1.53659,1.5393,1.55329,1.55396,1.53673,1.53943,39989
5/7/2008,21:00:00,1.5393,1.54415,1.52839,1.53925,1.53943,1.54425,1.52837,1.53938,47951
5/8/2008,21:00:00,1.53925,1.54884,1.53914,1.54814,1.53938,1.54896,1.53936,1.5483,36485
5/11/2008,21:00:00,1.54814,1.55699,1.53662,1.55527,1.5483,1.55708,1.53666,1.55543,38675
5/12/2008,21:00:00,1.55527,1.55656,1.54305,1.54737,1.55543,1.55669,1.54318,1.5475,43269
5/13/2008,21:00:00,1.54737,1.54864,1.53955,1.54726,1.5475,1.54867,1.53963,1.54743,39491
5/14/2008,21:00:00,1.54726,1.55464,1.54192,1.54481,1.54743,1.55468,1.54205,1.54489,44064
